TID,DEPARTMENT,CATEGORY,SUBCATEGORY,SORT_BY,RANK_SALES_CATEGORY,PRODUCT_URL,SKU,SKU_VARIANT,PRODUCT_NAME,BRAND,GENDER,PRICE_RETAIL,PRICE_CURRENT,RETAIL_PRICE_RAW,CURRENT_PRICE_RAW,REVIEW_RATING,REVIEW_COUNT,PROMOTION,AVAILABILITY,INVENTORY_WARNING,COLOR,COLOR_CODE,RunID,RunDate,InsertUpdateTime
142454495,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/the-north-face-canyonlands-full-zip-jacket/6712705,6712705,NULL,"Canyonlands Full Zip Jacket","The North Face",Men,90.00,90.00,NULL,NULL,4.7,680,NULL,466,NULL,"TNF BLACK",001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454496,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/waterproof-hooded-long-jacket/7126356,7126356,NULL,"Waterproof Hooded Long Jacket",Rains,Men,140.00,140.00,NULL,NULL,4.5,2,NULL,1,NULL,"01 BLACK",001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454497,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/allsaints-frequency-floral-short-sleeve-button-up-camp-shirt/7286459,7286459,NULL,"Frequency Floral Short Sleeve Button-Up Camp Shirt",AllSaints,Men,169.00,169.00,NULL,NULL,4.0,4,NULL,347,NULL,"JET BLACK",003,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454498,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/andrew-marc-foley-water-resistant-jacket/7135913,7135913,NULL,"Foley Water Resistant Jacket","Andrew Marc",Men,250.00,119.90,NULL,NULL,3.7,3,"52% off",2185,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454499,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/pilot-stretch-cotton-twill-shorts-regular-big/6947993,6947993,NULL,"Pilot Stretch Cotton Twill Shorts","Peter Millar",Men,115.00,115.00,NULL,NULL,4.1,11,NULL,576,NULL,"TWILIGHT BLUE",457,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454500,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/rains-waterproof-cape/7128929,7128929,NULL,"Waterproof Cape",Rains,Men,125.00,125.00,NULL,NULL,0.0,0,NULL,9,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454501,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/good-man-brand-merino-wool-polo-sweater/7142504,7142504,NULL,"Merino Wool Polo Sweater","Good Man Brand",Men,148.00,148.00,NULL,NULL,0.0,0,NULL,275,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454502,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/everett-plaid-flannel-button-up-shirt/7210605,7210605,NULL,"Everett Plaid Flannel Button-Up Shirt",PAIGE,Men,169.00,76.50,NULL,NULL,0.0,0,"55% off",25,NULL,"SMOKED HONEY",200,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454503,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/ugg-lionel-fleece-jogger-pajama-pants/6446685,6446685,NULL,"Lionel Fleece Jogger Pajama Pants",UGG®,Men,88.00,88.00,NULL,NULL,4.6,15,NULL,151,NULL,TWILIGHT,401,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454504,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/cotton-button-down-sport-shirt/7104184,7104184,NULL,"Cotton Button-Down Sport Shirt","Peter Millar",Men,148.00,88.80,NULL,NULL,5.0,2,"40% off",70,NULL,"WILD VERBENA",502,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454505,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/st-1-hybrid-gore-tex-boot-men/5866858,5866858,NULL,"ST.1 Hybrid Gore-Tex® Boot",ECCO,Men,269.95,269.95,NULL,NULL,4.0,4,NULL,273,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454506,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/tour-guide-embroidered-logo-polo/7065651,7065651,NULL,"Tour Guide Embroidered Logo Polo",TravisMathew,Men,89.95,89.95,NULL,NULL,5.0,1,NULL,1314,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454507,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/waterproof-liner-gloves/7120799,7120799,NULL,"Waterproof Liner Gloves","Outdoor Research",Men,55.00,22.00,NULL,NULL,3.7,32,"60% off",56,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454508,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/federal-slim-straight-leg-jeans-pauly/7102454,7102454,NULL,"Federal Slim Straight Leg Jeans",PAIGE,Men,199.00,139.30,NULL,NULL,0.0,0,"30% off",18,NULL,PAULY,400,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454509,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/regular-fit-plaid-flannel-button-up-shirt/7117129,7117129,NULL,"Regular Fit Plaid Flannel Button-Up Shirt","Outdoor Research",Men,95.00,39.97,NULL,NULL,4.7,434,"57% off",205,NULL,"SAND PLAID",250,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454510,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/outdoor-research-vigor-quarter-zip-fleece-pullover/6499857,6499857,NULL,"Vigor Quarter Zip Fleece Pullover","Outdoor Research",Men,89.00,36.97,NULL,NULL,4.7,119,"58% off",1,NULL,LODEN,340,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454511,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/barbour-nautic-cotton-blend-beanie/6530784,6530784,NULL,"Nautic Cotton Blend Beanie",Barbour,Men,45.00,19.97,NULL,NULL,0.0,0,"55% off",112,NULL,NAVY,410,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454512,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/ag-tellis-airluxe-slim-fit-jeans-vacation-regular-tall/5606756,5606756,NULL,"Tellis Airluxe Slim Fit Jeans",AG,Men,198.00,198.00,NULL,NULL,4.8,5,NULL,1607,NULL,VACATION,402,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454513,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/rhone-reign-midweight-hoodie/6400538,6400538,NULL,"Reign Midweight Hoodie",Rhone,Men,98.00,53.90,NULL,NULL,3.4,5,"45% off",66,NULL,"CHARCOAL HEATHER",020,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454514,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/llbean-sweater-fleece-hybrid-half-zip-pullover/7169289,7169289,NULL,"Sweater Fleece Hybrid Half Zip Pullover",L.L.Bean,Men,99.00,49.50,NULL,NULL,4.0,12,"50% off",108,NULL,"MOUNTAIN RED DARK HUNTER",600,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454515,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/rails-wyatt-plaid-button-up-shirt/5971173,5971173,NULL,"Wyatt Plaid Button-Up Shirt",Rails,Men,138.00,110.40,NULL,NULL,0.0,0,"20% off",19,NULL,"DESERT AGAVE",270,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454516,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/classic-stripe-sweater/7171224,7171224,NULL,"Classic Stripe Sweater",Topman,Men,65.00,49.99,NULL,NULL,5.0,2,"23% off",3,NULL,WHITE,100,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454517,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/oversize-fleece-jacket/7211251,7211251,NULL,"Oversize Fleece Jacket","ASOS DESIGN",Men,107.00,44.97,NULL,NULL,5.0,1,"57% off",7,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454518,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/ag-dylan-skinny-jeans/5862320,5862320,NULL,"Dylan Skinny Jeans",AG,Men,225.00,180.00,NULL,NULL,0.0,0,"20% off",28,NULL,"9 YEARS SILVERADO",429,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454519,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/elkhorn-plaid-cotton-sport-shirt/7219521,7219521,NULL,"Elkhorn Plaid Cotton Sport Shirt","Peter Millar",Men,148.00,88.80,NULL,NULL,0.0,0,"40% off",218,NULL,"BLUE SURF",406,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454520,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/back-bay-graphic-hoodie/7077785,7077785,NULL,"Back Bay Graphic Hoodie",Vans,Men,70.00,49.99,NULL,NULL,5.0,1,"28% off",116,NULL,"OATMEAL HEATHER",251,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454521,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/lb-evans-l-b-evans-duke-scuff-slipper/2829722,2829722,NULL,"Duke Scuff Slipper","L.B. Evans",Men,54.95,54.95,NULL,NULL,4.1,64,NULL,9,NULL,Black,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454522,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/billy-reid-regular-fit-waffle-crewneck-pullover/5061608,5061608,NULL,"Regular Fit Waffle Crewneck Pullover","Billy Reid",Men,228.00,114.00,NULL,NULL,4.0,4,"50% off",1397,NULL,GREY,074,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454523,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/hallfell-plaid-overshirt/7169898,7169898,NULL,"Hallfell Plaid Overshirt",Barbour,Men,160.00,66.97,NULL,NULL,0.0,0,"58% off",30,NULL,TAPENADE,210,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454524,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/moncler-montcla-quilted-down-puffer-jacket/5935855,5935855,NULL,"Montcla Quilted Down Puffer Jacket",Moncler,Men,1995.00,1995.00,NULL,NULL,0.0,0,NULL,2,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:53"
142454525,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/schott-nyc-slim-fit-wool-blend-peacoat/3837479,3837479,NULL,"Slim Fit Wool Blend Peacoat","Schott NYC",Men,520.00,520.00,NULL,NULL,3.4,10,NULL,213,NULL,"MIDNIGHT BLUE",410,61273,"2023-05-28 07:35:57","2023-05-28 07:36:54"
142454526,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/everett-plaid-flannel-button-up-shirt/7210609,7210609,NULL,"Everett Plaid Flannel Button-Up Shirt",PAIGE,Men,169.00,99.99,NULL,NULL,0.0,0,"40% off",32,NULL,"SHADOW QUARTZ",300,61273,"2023-05-28 07:35:57","2023-05-28 07:36:54"
142454527,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/ugg-classic-short-boot-men/2792110,2792110,NULL,"Classic Short Boot",UGG®,Men,170.00,170.00,NULL,NULL,4.8,791,NULL,29,NULL,BLACK,BLK,61273,"2023-05-28 07:35:57","2023-05-28 07:36:54"
142454528,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/rodd-gunn-logo-detail-sweatshirt/5891946,5891946,NULL,"Logo Detail Sweatshirt","Rodd & Gunn",Men,98.50,98.50,NULL,NULL,4.8,25,NULL,35,NULL,ECLIPSE,403,61273,"2023-05-28 07:35:57","2023-05-28 07:36:54"
142454529,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/expedition-packable-down-jacket/7164390,7164390,NULL,"Expedition Packable Down Jacket",Fjällräven,Men,250.00,187.50,NULL,NULL,5.0,1,"25% off",2,NULL,NAVY,414,61273,"2023-05-28 07:35:57","2023-05-28 07:36:54"
142454530,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/faherty-cloud-henley/5860816,5860816,NULL,"Cloud Henley",Faherty,Men,118.00,118.00,NULL,NULL,4.7,75,NULL,105,NULL,"CHARCOAL HEATHER",010,61273,"2023-05-28 07:35:57","2023-05-28 07:36:54"
142454531,Men,"Shop by Occasion","Cold Weather",NULL,NULL,https://www.nordstrom.com/s/nordstrom-tech-smart-padded-shirt-jacket/5930914,5930914,NULL,"Tech-Smart Padded Shirt Jacket",Nordstrom,Men,139.00,139.00,NULL,NULL,5.0,1,NULL,351,NULL,"NAVY BLAZER",401,61273,"2023-05-28 07:35:57","2023-05-28 07:36:54"
142454532,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-kids-omni-multi-court-sneaker-baby-walker-toddler/7170548,7170548,NULL,"Kids' Omni Multi-Court Sneaker",Nike,Kids,50.00,50.00,NULL,NULL,0.0,0,NULL,1471,NULL,"BLACK/ ANTHRACITE",001,61275,"2023-05-28 07:35:57","2023-05-28 07:37:18"
142454533,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/explorer-waterproof-faux-fur-lined-boot-little-kid-big-kid/6635449,6635449,NULL,"Explorer Waterproof Faux Fur Lined Boot",SOREL,Kids,95.00,47.50,NULL,NULL,3.2,5,"50% off",11,NULL,"OMEGA TAUPE/CHALK",264,61275,"2023-05-28 07:35:57","2023-05-28 07:37:18"
142454534,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/kids-mayze-wild-platform-sneaker-toddler-little-kid/7088483,7088483,NULL,"Kids' Mayze Wild Platform Sneaker",PUMA,Kids,65.00,45.50,NULL,NULL,0.0,0,"30% off",64,NULL,"PUMA WHITE-DESERT CLAY",100,61275,"2023-05-28 07:35:57","2023-05-28 07:37:18"
142454535,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/sorel-kids-explorer-waterproof-faux-fur-lined-boot-little-kid-big-kid/7046709,7046709,NULL,"Kids' Explorer Waterproof Faux Fur Lined Boot",SOREL,Kids,95.00,47.50,NULL,NULL,4.8,8,"50% off",3,NULL,"QUARRY/ BRIGHT LAVENDER",052,61275,"2023-05-28 07:35:57","2023-05-28 07:37:18"
142454536,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/kids-ora-recovery-slide-big-kid/7047192,7047192,NULL,"Kids' Ora Recovery Slide",HOKA,Kids,50.00,50.00,NULL,NULL,4.0,2,NULL,368,NULL,BLACK,002,61275,"2023-05-28 07:35:57","2023-05-28 07:37:18"
142454537,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/kids-retropy-f2-sneaker-big-kid/6999501,6999501,NULL,"Kids Retropy F2 Sneaker",adidas,Kids,75.00,45.00,NULL,NULL,4.5,4,"40% off",45,NULL,"ALMOST PINK/ WHITE/ GREEN",684,61275,"2023-05-28 07:35:57","2023-05-28 07:37:18"
142454538,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-air-max-90-ltr-se-sneaker-toddler-little-kid/6146349,6146349,NULL,"Air Max 90 LTR SE Sneaker",Nike,Kids,90.00,54.00,NULL,NULL,5.0,1,"40% off",4,NULL,"BLACK/ OBSIDIAN/ GREEN/ WHITE",001,61275,"2023-05-28 07:35:57","2023-05-28 07:37:18"
142454539,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-flex-runner-2-slip-on-running-shoe-baby-walker-toddler-little-kid-big-kid/7331299,7331299,NULL,"Flex Runner 2 Slip-On Running Shoe",Nike,Kids,45.00,45.00,NULL,NULL,4.6,102,NULL,55,NULL,"CRIMSON / WORN BLUE/ GOLD",950,61275,"2023-05-28 07:35:57","2023-05-28 07:37:18"
142454540,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-air-max-excee-ps-sneaker-toddler-little-kid/7273924,7273924,NULL,"Air Max Excee PS Sneaker",Nike,Kids,70.00,49.00,NULL,NULL,4.1,11,"30% off",29,NULL,"BLACK/ BLACK",005,61275,"2023-05-28 07:35:57","2023-05-28 07:37:18"
142454541,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-blazer-mid-crib-shoe-baby/5606110,5606110,NULL,"Blazer Mid Crib Shoe",Nike,Kids,55.00,55.00,NULL,NULL,3.5,2,NULL,1165,NULL,"WHITE/ BLACK/ WHITE",100,61275,"2023-05-28 07:35:57","2023-05-28 07:37:18"
142454542,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/kids-574-sneaker-toddler-little-kid/7063951,7063951,NULL,"Kids' 574 Sneaker","New Balance",Kids,64.99,64.99,NULL,NULL,0.0,0,NULL,1041,NULL,"NB NAVY",428,61275,"2023-05-28 07:35:57","2023-05-28 07:37:18"
142454543,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/kids-997-h-sneaker-toddler-little-kid/7053525,7053525,NULL,"Kids' 997 H Sneaker","New Balance",Kids,64.99,64.99,NULL,NULL,0.0,0,NULL,262,NULL,RAINCLOUD,161,61275,"2023-05-28 07:35:57","2023-05-28 07:37:18"
142454544,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/kids-327-sneaker-toddler-little-kid/7053532,7053532,NULL,"Kids' 327 Sneaker","New Balance",Kids,64.99,64.99,NULL,NULL,0.0,0,NULL,302,NULL,BLACK,001,61275,"2023-05-28 07:35:57","2023-05-28 07:37:19"
142454545,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/kids-57-40-sneaker-toddler-little-kid/7053524,7053524,NULL,"Kids' 57/40 Sneaker","New Balance",Kids,64.99,64.99,NULL,NULL,0.0,0,NULL,720,NULL,CASTLEROCK,105,61275,"2023-05-28 07:35:57","2023-05-28 07:37:19"
142454546,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/retropy-f2-sneaker-toddler-little-kid/6454411,6454411,NULL,"Retropy F2 Sneaker",adidas,Kids,60.00,60.00,NULL,NULL,5.0,3,NULL,342,NULL,"SKY RUSH/ VIVID RED/ BLUE RUSH",436,61275,"2023-05-28 07:35:57","2023-05-28 07:37:19"
142454547,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-kids-air-force-1-sneaker-big-kid/7045282,7045282,NULL,"Kids' Air Force 1 Sneaker",Nike,Kids,90.00,90.00,NULL,NULL,5.0,1,NULL,4892,NULL,"GREY/ CITRON/ COSMIC FUCHSIA",021,61275,"2023-05-28 07:35:57","2023-05-28 07:37:19"
142454548,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/kids-air-max-90-ltr-se-sneaker-toddler-little-kid/7045289,7045289,NULL,"Kids' Air Max 90 LTR SE Sneaker",Nike,Kids,90.00,90.00,NULL,NULL,0.0,0,NULL,167,NULL,"WHITE/ MULTI-COLOR/ FUCHSIA",100,61275,"2023-05-28 07:35:57","2023-05-28 07:37:19"
142454549,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/adidas-kids-retrophy-e5-sneaker-big-kid/6454370,6454370,NULL,"Kids' Retrophy E5 Sneaker",adidas,Kids,115.00,80.50,NULL,NULL,4.8,15,"30% off",31,NULL,"WHITE/ WHITE/ GREY",050,61275,"2023-05-28 07:35:57","2023-05-28 07:37:19"
142454550,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-sankaty-stretch-polo-toddler-little-kid/7368122,7368122,NULL,"Kids' Sankaty Stretch Polo","vineyard vines",Kids,52.50,52.50,NULL,NULL,0.0,0,NULL,67,NULL,"BEACH NEON CONFETTI",650,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454551,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/nike-kids-air-max-270-go-sneaker-toddler-little-kid/7172102,7172102,NULL,"Kids' Air Max 270 Go Sneaker",Nike,Kids,110.00,110.00,NULL,NULL,4.6,22,NULL,2809,NULL,"WHITE/ BLACK",103,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454552,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/nike-kids-club-logo-joggers-little-boy/5819186,5819186,NULL,"Kids' Club Logo Joggers",Nike,Kids,34.00,34.00,NULL,NULL,4.8,68,NULL,18,NULL,"GAME ROYAL",424,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454553,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-dri-fit-multi-sleeveless-top-big-kid/7170666,7170666,NULL,"Kids' Dri-FIT Multi+ Sleeveless Top",Nike,Kids,30.00,30.00,NULL,NULL,0.0,0,NULL,139,NULL,"GAME ROYAL/ WHITE",480,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454554,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/kids-air-jordan-3-retro-sneaker-baby-walker-toddler-little-kid-big-kid/6681289,6681289,NULL,"Kids' Air Jordan 3 Retro Sneaker",Jordan,Kids,90.00,90.00,NULL,NULL,4.8,5,NULL,1,NULL,"WHITE/ METALLIC COPPER/ BLUE",148,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454555,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-2-pack-4g-logo-cotton-blend-socks-toddler-little-kid-big-kid/7338784,7338784,NULL,"Kids' 2-Pack 4G Logo Cotton Blend Socks","GIVENCHY KIDS",Kids,105.00,63.00,NULL,NULL,0.0,0,"40% off",5,NULL,"N50-WHITE BLACK",199,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454556,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/kids-air-force-1-lv8-sneaker-big-kid/6873613,6873613,NULL,"Kids' Air Force 1 LV8 Sneaker",Nike,Kids,95.00,95.00,NULL,NULL,4.5,2,NULL,349,NULL,"WHITE/ METALLIC SILVER",100,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454557,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/kids-eastern-swim-trunks-big-kid/7285209,7285209,NULL,"Kids' Eastern Swim Trunks",RVCA,Kids,46.00,46.00,NULL,NULL,0.0,0,NULL,4,NULL,"MALLARD BLUE",408,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454558,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/the-north-face-kids-1996-retro-nuptse-packable-700-fill-power-down-jacket-big-kid/7106408,7106408,NULL,"Kids' 1996 Retro Nuptse® Packable 700 Fill Power Down Jacket","The North Face",Kids,220.00,154.00,NULL,NULL,4.8,24,"30% off",2,NULL,"NEW TAUPE GREEN",301,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454559,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/classic-unicorn-awesome-insulated-waterproof-boot-baby-walker-toddler/7047082,7047082,NULL,"Classic Unicorn Awesome Insulated Waterproof Boot",Bogs,Kids,66.00,39.60,NULL,NULL,4.6,5,"40% off",584,NULL,"VIOLET MULTI",546,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454560,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/nike-sportswear-tech-zip-hoodie-big-boy/5523163,5523163,NULL,"Sportswear Tech Zip Hoodie",Nike,Kids,100.00,100.00,NULL,NULL,3.3,4,NULL,449,NULL,"BLACK/ BLACK",010,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454561,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/adidas-originals-adidas-trefoil-6-pack-no-show-socks-little-kid/4509868,4509868,NULL,"adidas Trefoil 6-Pack No-Show Socks","adidas Originals",Kids,18.00,18.00,NULL,NULL,4.9,129,NULL,295,NULL,"BLACK/ WHITE",101,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454562,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/rvca-kids-escape-shorts-big-boy/6613600,6613600,NULL,"Kids' Escape Shorts",RVCA,Kids,40.00,40.00,NULL,NULL,0.0,0,NULL,110,NULL,BLACK,001,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454563,Activewear,"Kids' Active Shoes","Girls' Athletic Shoes",NULL,NULL,https://www.nordstrom.com/s/wind-2-0-water-repellent-sneaker-toddler-little-kid-big-kid/6696648,6696648,NULL,"Wind 2.0 Water Repellent Sneaker",Saucony,Kids,47.95,47.95,NULL,NULL,3.7,13,NULL,30,NULL,"PURPLE/ TURQUOISE",500,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454564,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/nike-sportswear-logo-jersey-shorts-big-boys/6144464,6144464,NULL,"Sportswear Logo Jersey Shorts",Nike,Kids,25.00,25.00,NULL,NULL,5.0,1,NULL,17,NULL,BLACK/WHITE/WHITE,010,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454565,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/billabong-all-day-wave-performance-fit-long-sleeve-rashguard-little-boy-big-boy/5425259,5425259,NULL,"All Day Wave Performance Fit Long Sleeve Rashguard",Billabong,Kids,31.95,31.95,NULL,NULL,0.0,0,NULL,524,NULL,BLACK,001,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
142454566,Activewear,"Kids' Activewear","Boys' Activewear",NULL,NULL,https://www.nordstrom.com/s/under-armour-kids-4-pack-heatgear-boxer-briefs-big-boy/5871819,5871819,NULL,"Kids' 4-Pack HeatGear® Boxer Briefs","Under Armour",Kids,26.00,26.00,NULL,NULL,3.5,10,NULL,317,NULL,"MOD GRAY",020,61275,"2023-05-28 07:35:57","2023-05-28 07:37:20"
